-8.526645768025078,-0.5035460992907804
-8.507836990595612,-0.550827423167849
-8.474921630094045,-0.6264775413711587
-8.45141065830721,-0.6784869976359341
-8.423197492163009,-0.7494089834515368
-8.399686520376175,-0.8061465721040192
-8.376175548589341,-0.8628841607565014
-8.352664576802507,-0.9148936170212768
-8.33385579937304,-0.9621749408983452
-8.310344827586206,-1.0141843971631208
-8.286833855799372,-1.07565011820331
-8.244514106583072,-1.1465721040189127
-8.211598746081505,-1.1985815602836882
-8.178683385579937,-1.2647754137115839
-8.14576802507837,-1.3215130023640664
-8.117554858934168,-1.3782505910165486
-8.079937304075235,-1.4444444444444446
-8.037617554858935,-1.5153664302600474
-7.995297805642633,-1.5910165484633572
-7.9576802507836994,-1.6572104018912532
-7.920062695924765,-1.7186761229314422
-7.887147335423197,-1.7801418439716314
-7.849529780564263,-1.8368794326241136
-7.816614420062695,-1.8888888888888893
-7.778996865203761,-1.9503546099290776
-7.736677115987461,-2.0165484633569744
-7.7037617554858935,-2.0638297872340425
-7.670846394984325,-2.092198581560284
-7.614420062695924,-2.1158392434988182
-7.567398119122257,-2.1347517730496453
-7.525078369905956,-2.1536643026004727
-7.487460815047021,-2.101654846335697
-7.440438871473354,-2.044917257683215
-7.398119122257054,-2.0070921985815597
-7.3652037617554855,-1.9739952718676124
-7.322884012539185,-1.9408983451536648
-7.304075235109718,-1.9361702127659572
-7.261755485893417,-1.9787234042553192
-7.214733542319749,-2.0212765957446805
-7.172413793103448,-2.054373522458629
-7.1347962382445145,-2.092198581560284
-7.101880877742946,-2.1300236406619386
-7.059561128526646,-2.1820330969267143
-7.031347962382445,-2.210401891252955
